Customer Review,Emotion
"5jam lgsg sampe, packing aman buble warp, kondisi barang sudah dicoba mantab lancar bagus hasilnya, penjual fast respon. terima kasih seller.",Happy
respon sangat profesional dan siap membantu dng semua pertanyaan. pengiriman sangat cepat dan kwalitas barangnya sesuai.,Happy
"mesin sesuai yg dibutuhkan. cs nya juga ramah, menjawab semua pertanyaan apa yg kita butuhkan.",Happy
"barang sampai dengan selamat, fungsi insya allah berjalan dengan baik, tinggal penggunaannya masih belum mahir barang oke mantap??",Happy
pelayanan sangat memuaskan dan memberikan yang terbaik . penjual sangat responsif untuk menjelaskan kalau di tanyain,Happy
mudah digunakan. suara yang dihasilkan jernih. produk berfungsi dengan baik.,Happy
barangnya bagus bagus sesuai pesanan harganya terjangkau dan berkualitas terimakasih banyak tokopedia kurir dan seller,Happy
jos mantap udah saya tes nya normal semua tinggal coba hasil suaranya aja moga suaranya juga tanpa kendala,Happy
"suara yang dihasilkan jernih. kalau ditambahkan kit giga bass tambah glerr, ditambah lg preeamp mic 2 tr bisa buat karaoke",Happy
"barang sesuai gambar, cuman perlu adaptor 12v lagi supaya bisa nyala. terima kasih juga buat kurirnya",Happy
seller positive. mini wireless keyboard berfungsi dengan baik. terima kasih,Happy
terima kasih barang yg d terima bagus berfungsi semua packingnya juga oke jd barang aman sampai d rmh tanpa ada kerusakan,Happy
keren banget barangnya. batrenya sumpah awet banget. volumenya juga gede dan ringan. cocok banget dibawa untuk lari atau work out. makasi min,Happy
barang sdh di terima dgn selamat dan barang nya muantaaap sekali. maju dan terus berkembang buat toko nya.,Happy
"makasi gan barang dah sampai aman dan langsung dipakai, barangnya bagus, slalu memuaskan terus belanja disini",Happy
"produk berfungsi dengan baik. seller sangat komunikatif dan informatif. dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu! pengiriman sangat cepat padahal menggunakan yang bebas ongkir (dari jakarta ke surabaya). alatnya kecil dan praktis, tapi sangat fungsional. nggak hanya untuk nonton film, tapi juga live channel dalam dan luar negeri (waktu pertama tanya2, hanya nyari buat netflix, nba tv dan amazon prime. dapatnya lebih!). tapi jangan lupa ya, kerja alat ini benar2 tergantung koneksi internet kita. dia makin oke semuanya kalau internet kita top juga.",Happy
"barangnya original ??. produk berfungsi dengan baik. suara yang dihasilkan jernih. mudah digunakan. asli ga nyesel transaksi disini, agan seller mau jelasin sejelas2nya masalah produk dan variasi2nya, sampe cara penggunaan alatnya sehingga berfungsi semuanya...",Happy
solusi untuk yang pingin punya smart tv tanpa harus beli smart tv. barang berfungsi seperti seharusnya.,Happy
"mantab deh sesuai ekspektasi, lancar jaya ga ngelag meski ram cuma 2gb mungkin krn sudah di optimize dari mi nya, ui juga lebih simple dr tv box lain, overall puas",Happy
"highly recomend ???? mantap seller ini pengiriman super kilat cuma 1x24jam sampai, ada yg kurang kirim saya wa cepat dibalas dan langsung dikirim kekurangannya, ramah, respon sangat baik.",Happy
"barang sampai dengan baik, produk cukup bagus, suara tidak melengking, radio cukup jernih, semoga bermanfaat.",Happy
"alhamdulillah paket sampai dgn cepat, suaranya jernih juga, ibu saya seneng bisa denger radio rodja lagi. seller ramah dan responsif. semoga awet produknya. semoga berkah untuk seller",Happy
"akhirnya kesampaian juga punya mp3 player. terima kasih sudah menyediakan produk ini, sangat mudah di gunakan",Happy
"seperti biasa pesanan cepat, seller juga fast respon",Happy
harga murah kualitas baik,Happy
"pengiriman cepat, barang sesuai",Happy
"kecepatan pengiriman baik, packing rapi, pesanan sesuai, tx seller",Happy
topinya bagus bahan nya,Happy
"bahan bagus, kualitas bagus sesuai harga",Happy
harga sesuai barang yah....,Happy
jamnya berfungsi normal. bahannya bagus. ukuran sesuai. nyaman dipakai lama.,Happy
"barangnya udah kami terima, terimakasih gan",Happy
barang bagus.. cuma kurang teliti saat pengiriman. kabel charger salah yang magnetik tapi dapat kabel charger usb.. selain it ok lah,Happy
lumayan buat dipake hari2 tp ga ada certificatenya,Happy
topi nya lembut tapi warna tidak sesuai dgn foto,Happy
kualitas sesuai harganya,Happy
ukuran sesuai. bahannya tebal. packaging-nya rapi. respon penjualnya top.,Happy
"bahan dan model bagus, hanya saja size terlalu kecil udah up 1 size masih ngepas . modelnya kekinian.",Happy
ukuran sesuai. bahannya tebal. modelnya kekinian. jahitannya rapi. nyaman dipakai si kecil. packaging-nya rapi.,Happy
ukuran sesuai. nyaman dipakai si kecil. bahannya tebal. jahitannya rapi. modelnya kekinian. packaging-nya rapi. proses pesanan cepat. packaging aman ??.,Happy
ukuran sesuai. packaging-nya rapi.,Happy
"dikabarin yg elephant size 4l kosong, minta ganti chevron yg penting bs kembaran kk adek, bisa dongs. gausah diraguin, bahannya pasti adem",Happy
"barang sesuai deskripsi, seller fast response. delivery cepat",Happy
"mantap, barang cepat sampai dan murah",Happy
agak tipis tapi ok lha,Happy
"bahan tipis, seller ramah, ekspedisi cpt",Happy
ukuran sesuai. nyaman dipakai si kecil. bahannya berkualitas. proses pesanan cepat. empuk buat jalan. modelnya keren ??.,Happy
ukuran sesuai. bahannya berkualitas. nyaman dipakai si kecil. modelnya keren ??.,Happy
"empuk buat jalan. bahannya berkualitas. modelnya keren ??. bahannya ngga mengecewakan?? tapi ukuran nya kegedean padahal sudah saya ukur sebelum nya, tapi ngga masalah bisa buat jangka panjang ??",Happy
nyaman dipakai si kecil. ukuran sesuai. bahannya tebal. bahannya berkualitas. empuk buat jalan. modelnya keren ??. motifnya kekinian.,Happy
"proses cepat, jahitan rapih??",Happy
mantaaaaap jaya gan sukses dalam bisnis ini sangat penting untuk menjaga kualitas terbaik dan termurah dengan fitur rentang pencarian harga,Happy
barang sesuai foto. kualitas lumayan sesuai harga. sejauh ini oke lah kalo brgtuu.. sukses selalu.,Happy
"pengiriman cepat, harga murah. bahan sesuai harga",Happy
"barang sesuai keinginan, pengiriman cepat",Happy
barang sesuai pesanan,Happy
puas banget sesuai pesanan terima kasih,Happy
makasih ka barang ok,Happy
"barang bagus sesuai harga, fast respon",Happy
"pengiriman cepat, tas tak mengecewakan",Happy
respon cepat barang sesuai pesanan,Happy
"barang cepet pengirimanya, sesuai pesanan",Happy
pengiriman cepat dan barang bagus dan murah,Happy
dengan harga segini barang yg didapat cukup memuaskan.,Happy
bagus bajunya buat sehari hari anak,Happy
"wajar lah harga segitu mah, baguss",Happy
bagus kak baju nya jahitan nya rapi cocok untuk pakaian sehari hari harga sesuai pelayanan nya bagus,Happy
"bahannya sih bagus , sesuai pesanan mudah�an muat ya soalnya buat kado, trmksh ??",Happy
"baju bagus, tanpa cacat dan harga bersahabat",Happy
"kualitas sesuai harga, pengiriman cepat",Happy
"kualitas barang sesuai harga, bahan lumayan halus, tapi sablon agak kasar sepertinya jangan di cuci dengan mesin cuci, pengiriman cepat",Happy
"sablonnya pudar dan tipis bahannya tipis, but worth it for the price",Happy
terimakaasih... pesanan sudah sampai. pas buat anak2.,Happy
"kain adem, jahitan bagus, ukuran pas, positive??",Happy
buat gonta ganti main sehari2 ga usah beli yg ratusan ribu.. mending buat belanja dapur ?? proses & delivery cepet ???? mantab,Happy
"mantep banget,, bahan adem harga murah ,, langsung dipake anak saya. thanks seller",Happy
"sesuai pesanan, motif garis dan polos, bahan sesuai hrg, mksh",Happy
lumayanlah sesuai harga,Happy
"lumayan lah buat harian, kualitas sesuai harga..",Happy
lumayan sesuai hrg. pengiriman cepat,Happy
"barang sesuai pesanan dan pengiriman cepat, terima kasih yaa :)",Happy
"istri saya suka sekali, motif hewannya bagus tidak terlihat seperti sablon murahan, katanya pakai singlet aja gausah pake baju juga terlihat bagus. packing rapi, pengiriman cepat",Happy
penjual ramah n fast respon...,Happy
"bagus barangnya, cepet nyampeknya ????",Happy
"bahan oke, packing rapi dan cepat sampai",Happy
proses cepat.. celana lumayan bagus... makasih selleer,Happy
"bahannya halus, jahitan juga rapi... untuk harga segitu uda oke banget",Happy
barangnya bagus sesuai dengan harapan saya.. terima kasih,Happy
"harga oke, kualitas barang oke, kecepatan pengiriman oke",Happy
"pengiriman cepat, packaging hanya satu lapisan, warna tidak sesuai pesanan tapi no problem",Happy
"harga murah , lucu, cepat kirim ... sukses ya",Happy
"bagus, pengiriman jg cepat, enak untuk dipakai anak, ringan..",Happy
"minta pink dikasi ungu, tp ya udah lah bagus juga",Happy
"barang diterima dengan baik, kualitas baik, pengiriman cepat, makasih",Happy
"pengiriman cepat, produk nyaman buat dipakai dirumah.",Happy
bahan adem pengiriman lumayan cepat,Happy
lumayan bahannya dan harganya murah,Happy
barang oke sesuai pesanan,Happy
positive job respon cepat. paket cepat sampai,Happy
sesuai deskripsi dan pesanan. terimakasih,Happy
puas dengan barangnya,Happy
barangnya bagus,Happy
tks barang sudah sampai,Happy
talinya bagus,Happy
rapi dan enak dipakai,Happy
"bagus, mudah mudahan awet",Happy
alhamdulillah bagus,Happy
"bahan, model dan warnanya bagus, respon penjual cepat, harga bersaing dengan kompetitor, kemasannya juga bagus",Happy
bahannya sedikit kaku. tapi gpp tebal,Happy
tidak menerawang. mudah dibentuk. nyaman dipakai. jahitan rapi. bahannya adem.,Happy
bahannya adem. nyaman dipakai. agak menerawang dan tipis,Happy
barangnya bagus sesuai pesanan,Happy
"yeay paketan sudah sampe lama, tapi baru sempet review, semoga dipakenya nyaman dan enak, karena belum sempet dibuka",Happy
"packaging rapi, barang sesuai pesanan & ekspektasi. bahannya lembut, ringan, jahitannya rapi, dan warnanya cantik",Happy
barangnya bagus harganya murah,Happy
bahannya tipis & agak kasar. pengiriman cepet..,Happy
"pengiriman oke, produk datang dalam kondisi baik, jumlah benar tetapi warna salah :( gapapa makasih yaa",Happy
"alhamdulillah cepat sekali pengirimannya. seller ramah, packing rapi, produk kondisi sangat baik. tebalnya pas dan bahannya ok, sesuai perkiraan???? terima kasih",Happy
pengiriman dan baramg sesuai yg diharapkan,Happy
sesuai dengan pesanan,Happy
"packing rapi, barang lumayan...",Happy
"bahan bagus sih, tapi warna foto sm asli beda",Happy
jahitan rapi.,Happy
bagus.. murah,Happy
"warnanya beda dgn gambar, tidak menerawang. bahannya adem. nyaman dipakai.",Happy
nyaman dipakai.,Happy
"tidak licin. pembelian ke sekian. bagus, warna sesuai gambar.",Happy
"terima kasih, pesanan sesuai dan bagus.. maaf inner nya sdh di pake si kakak..",Happy
bahan bagus,Happy
"enak bahannya, pas banget, bagussss, pengiriman juga cpt bgtt, sampe gainget pesen paket wkwk",Happy
"barang bagus, pet nya tebel",Happy
lumayan sesuai harga makasi,Happy
"bagus buat harga 35rb an. bahan lumayan halus tidak kaku. tidak terlalu tipis, tidak menerawang. sepertinya nyaman dipakai.",Happy
"sdh 2 kali belanja, fast respons, amanah,",Happy
celana nya nyaman tapi kalo bisa sakunya ada 2 . kiri dan kanan agar balance kalo simpan sesuatu di saku.. tks. sukses maju terus,Happy
pesanan sdh diterima dengan baik,Happy
"pengiriman sangat cepat, masker jahitannya rapi dan bahan kain baik",Happy
"masker bagus, sesuai harga`",Happy
bahannya adem. jahitan rapi.,Happy
"alhamdulillah bisa dpt traktiran dari tokopedia semoga kemudian hari walaupun ngasih gratisan harus sesuai ukuran juga, tapi gak papa makasih buat seller yg udah rela ngasih gratis. bisa kepakek utk di rumah aja warnanya cantik ??. tidak menerawang.",Happy
barang sesuai deskripsipenjual ramah dan fast respon,Happy
bahannya lembut. anti slip. ukuran sesuai. bahannya tebal. warnanya cantik ??.,Happy
warnanya cantik ??. ukuran sesuai. bahannya lembut. maaf foto nya pocketnya aja. sajadahnya sedang dicuci.,Happy
"barang sesuai , pengiriman cepat , makasih ??",Happy
"alhamdulillah paketan nya sudah sampai, sesuai gambar nya, trimakasih ??????",Happy
"respon cepat, barang bagus",Happy
bahan berkualitas. ukuran sesuai. warnanya sesuai. potongannya rapi. modelnya keren. bahan menyerap keringat.,Happy
modelnya keren. ukuran sesuai. bahan berkualitas. potongannya rapi. bahan menyerap keringat. warnanya sesuai.,Happy
bahan berkualitas. ukuran sesuai. modelnya keren. warnanya sesuai. potongannya rapi.,Happy
"barang nya bagus, kain elastis mantap",Happy
barang sudah sampai dengan baik.. packing rapih.. dan baik.. terima kasih,Happy
tidak menerawang. jahitan rapi. mudah dibentuk. warnanya cantik ??. nyaman dipakai.,Happy
alhamdulilah jilbabnya bagus nggak nerawang dapat diskon juga dari tokped makasii seller,Happy
bahannya adem.,Happy
nyaman dipakai. modelnya cantik ??.,Happy
jahitan rapi. warnanya cantik ??. mudah dibentuk.,Happy
tidak menerawang. mudah dibentuk. warnanya cantik ??. pesanan cepat sampai. baru pertama belanja d toko ini tidak mengecewakan.,Happy
warnanya cantik ??. pengirimannya cpettt. makaci pak kurir ujan2 d anterin,Happy
masker nyaman dipakainya tidak sesak ..... bagus,Happy
enak dipakai cocok dengan wajah sy... mantap,Happy
"bahan tebal, bagus, cepat sampai, terima kasih",Happy
"barang bagus, sesuai pesana� pengiriman cepat positive job",Happy
bahannya adem. nyaman dipakai.,Happy
"bagus, admin garcep warna kosong langsung konfirmasibahannya adem. jahitan rapi. warnanya cantik ??.",Happy
makasiih.. krudung nya bagus istri saya sangat suka????,Happy
tidak menerawang. nyaman dipakai. bahannya adem. jahitan rapi.,Happy
jahitan rapi. warnanya cantik ??,Happy
bahannya adem. jahitan rapi. tidak menerawang. mudah dibentuk. warnanya cantik ??. nyaman dipakai.,Happy
tidak menerawang. bahannya adem.,Happy
"kualitas ok, respond penjual cepat sekali",Happy
baik,Happy
sesuai harga,Happy
"micnya bagus, sayang mini tripodnya ringkih banget, punya saya sudah patah. btw saya beli 2, mau coba saya gunakan 2 mics dlm 1 pc. di mac os, micnya terdetect hanya jadi 1 device saja karena product id yg sama walau sudah di colok 22nya. semoga ada update firmware terkait ini. krn di beberapa usb mic lain, devicenya otomatis terdetect walau dipasang 2/3 usb mic secara bersamaan.",Happy
"barang yang dipesan sesuai, datang dengan selamat",Happy
fiturnya cukup bagus sesuai harga,Happy
"suaranya bagus, jernih, tapi buat discord kayaknya kurang deh, untuk rekam audio padahal bagus. worth the price.",Happy
"barang bagus, sesuai harga. pengiriman cepat, pesen malem pas paginya sampe",Happy
barang sesuai deskripsi,Happy
"nyampenya cepet, kualitas seusai",Happy
"barang sdh diterima dlm kondisi baik.., packing bagus rapi, pengiriman cepat..., mksh",Happy
"barang lumayan bagus, respon penjual cepat",Happy
bagus sesuai,Happy
"mantap, meskipun bahannya bukan metal, tapi cukup kuat. udah dicoba sampe fret 6 pun suaranya ga sember. perlu diingat, ini capo gitar akustik ya bukan klasik, jadi bentuknya karetnya agak melengkung menyesuaikan bentuk fret akustik, bukan datar kyk gitar klasik",Happy
barang sudah sampai??,Happy
pelayanan memuaskan dan barang sesuai ??,Happy
"barangnya sampai dgn selamat. bonus 2 pic. pengirimannya aman. capo plastik motif kayu, bantalannya karet. semoga awet",Happy
"dari segi estetik bagus banget, tapi cengkramannya kurang, jadi kalo di pake kadang suaranya geter, meskipun bisa dipake.. dengan harga segitu, sangat worth it apalagi designnya yang elegant..",Happy
terima kasih telah menjual seruling yamaha ori dan barang cepat tiba dalam keadaan baik.,Happy
"bagus produknya, fast delivery. thank you seller ^^",Happy
barangggggg okkkkk,Happy
"pesanan sudah diterima bagus dan sesuai , thxxxxxxxxxxxxxxxxxxxxxxxxx",Happy
"pengiriman cepat, datang sesuai pesanan dan dibungkus dengan rapi. terima kasih y barang sdh diterima dgn baik.",Happy
"bahannya bagus, seler ramah",Happy
"barang berfungsi dgn baik, pengiriman super cepat",Happy
"trima kasih, respon cepat, barang sampai dgn selamat ??",Happy
barang berfungsi baik semoga awet,Happy
"sesuai pesanan, tidak ada yg rusak",Happy
pengiriman barang cepat dan kualitas mantap sesuai dengan harga .,Happy
bagus dan rapi. pengiriman juga cepat.,Happy
respon baik mutu lumayan hrg terjangkau,Happy
rapi dan pas banget,Happy
bahannya sama persis kayak sarung motor. pengiriman cepat. ya lumayan lah untuk harga segini.,Happy
sesuai pesanan kualitas barang sesuai dengan harga terima kasih,Happy
pas dan simpel,Happy
sesuai deskripsi. packing positive.,Happy
ya cukup puas makasih ??,Happy
bagus sekali pengiriman cepat,Happy
barang sdh tiba dengan selamat... trimakasih ??,Happy
"besi tebal, sesuai deskripsi & foto",Happy
"pengiriman cepat, kualitas sangat bagus, gak ada yg cacat packingan sangat kuat dan rapih, kokoh banget, gak nyangka gede banget. tks sukses selalu ????",Happy
"mantap, bagus dan teba",Happy
barangnya mulus..,Happy
barang udah nyampe .. makasih broo,Happy
"joystick berfungsi dengan baik, plug and play. build quality kokoh, terdeteksi dengan baik di steam.",Happy
"all positive, overall feelnya enak dulu sempet punya, aga nyesel juga dulu sempet jual, dri build quality beda lah sama controller dng harga yg sama, better banget feel kerasa kokohnya buat housingnya ????",Happy
garansi resmi. packing bagus. harganya bersaing. kelengkapan sesuai.,Happy
"-1 bintang karena packing ga pake bubble wrap, walaupun sampai dengan selamat & tanpa ccd. penjual fast respon & proses, barang sesuai dan terdeteksi sebagai xbox controller, colok langsung pakai tanpa perlu config",Happy
"stik berfungsi normal. sudah coba connect ke pc windows, maupun macos (bigsur) semua aman. plug n play di steam dan apple arcade. packaging rapih, seller fast response.",Happy
"barang original beli yg asia dpt reg asia jpn, overall lancar udh seminggu pakai normal. barang bener mulus dan ori bagus. smoga awet terus tingkatkan pelayanan nya gan",Happy
penjual sangat fast respon dan kualitas barang sangat bagus sesuai dengan spesifikasi tanpa ada cacat,Happy
"bertanya apapun selalu di jawab dengan lengkap dan sabar, barang cepat sampai, packing rapih... terima kasih untuk admin nya ????",Happy
"harganya bersaing. kelengkapan sesuai. plus bonus cantik. diproses kurang dr 24 jam, lightning fast??. sudah dites dan berfungsi normal. thank you seller",Happy
"sellernya responsif banget, semua pertanyaaan dijawab, pengiriman sameday nyampenya juga sameday, mantep, rekomen deh ni tokonya",Happy
keren banget adminnya! dibantuin dari awal sampai akhir hehe. fast respon juga. ini gamenya bisa semua yaa,Happy
garansi resmi. kelengkapan sesuai. garansi internasional. harganya bersaing.,Happy
"puas, pengiriman cepat, barang datang tanpa cacat, pengemasan bagus trmksh",Happy
"barangnya ok, kemasannya tidak ada rusak. joycon ungu (sebelah kanan) sempat tidak terdeteksi, namun setelah re insert joyconnya dua kali, akhirnya berfungsi. so no issue there! harganya bersaing, sellernya fast response, terima kasih!",Happy
"delivery: packing mantap, pengiriman cepat barang: build quality mantap, solid, responsif juga, kyknya beneran ori (rumble ada, amiibo ke-detect, klik home button auto on)",Happy
"sudah beberapa kali belanja disini dan tidak pernah mengecewakan, baik pelayanan maupun produk dan packaging nya. barang sesuai dengan yang di request + original. packaging nya bagus, dengan bubble wrap yang tebal juga dilapisi kardus, jadi aman deh selama pengiriman.",Happy
"barang sesuai pesanan, pengiriman cepat, pengemasan sangat bagus, bubble wrap tebal????",Happy
"alhamdulillah mendarat dgn mulus,, smuanya berfungsi dgn baik dan bs d mainkan d tv jg,, tp stik controllernya emang keras sih jd cpt pegel.",Happy
kelengkapan sesuai. harganya bersaing. harus dimodif casingnya biar bisa masuk ke ps2 seri 50006,Happy
awalnya saya kira belum dibuka untuk diisi freemcboot... tyt sudah dibuka tinggal tes di mesin :) thx,Happy
"paket sampai barang sesuai pesanan, bisa dipakein di scph-50000. bisa untuk boot hdd internal, cuma mesti konfigurasi ulang di chip matrix nya. terimakasih. semoga awet",Happy
"barang sesuai, build qualitynya cukup oke, respon seller jg cepat, overall selalu puas belanja disini. thx",Happy
"kualitas kokoh. slot cartridge-nya terbuat dari karet, jadi gampang masukinnya dan ga bikin cartridgenya lecet, ukurannya juga compact bgt, gampang dibawa kemana-mana dan ga menuh-menuhin tempat. motifnya juga bukan cuma gambar atau stiker, tapi bener2 timbul dari bahan karet",Happy
"bagus lah ini, tombol nya anti kepencet� sendiri karna kalau mau pause / play mesti double tap. beda sama yg under 200rban atau merk n*kia. kualitas bahan bagus. harganya bersaing. packing bagus. kelengkapan sesuai.",Happy
"saran, dikasih logo/tulisan 1more di silikon nya, terus untuk indikator charge dikasih lubang biar keliatan jelas ngecas/ngga. overall puas sama barangnya.",Happy
"overall keren. paking aman, seller ramah n fast respond jga ??",Happy
"untuk barang nya lumayan bagus wkwk ada harga ada kualitas ga masalah, respon barang nya juga cukup bagus sensitif nya",Happy
packing rapi. barang sesuai produk. fast respon chat. pesanan 24jam sampai. top markotop,Happy
seller responsif dan membimbing step by step sampai bisa,Happy
"trm ksh brgnya sdh smp, pengiriman cepat kmrn pesan hari ini sampai, double bubblewrap, penjual responsif dlm qa, kurir oke lah via cod.",Happy
"packing bubble ok,, kualitas barang sesuai harga.. makasih gan",Happy
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Happy
respon seller ok. barang sesuai deskripsi dan mudah pemasangan sejauh ini puas. saran membangun untuk stik ps bawaan bisa ditingkatkan atau ada pilihan upgrade stik. overall worth untuk harga segini. pengiriman tiba sesuai jadwal meski di akhir. ??,Happy
"bagus, angin nya terasa kuat tapi belum kebiasa ama getarannya doang yang agak kuat",Happy
sudah diterima semoga awet packing bagus. kelengkapan sesuai.,Happy
buat xiaomi 9t cocok.. tombolnya empuk bentuknya keren,Happy
tiap kali beli barang selalu research dulu. this one bener-bener top dibanding yg lain. ada harga = ada kualitas. pernah beli yg 20k dan cepet bgt rusak and slip. kl yg ini solid and the best. thanks gan.,Happy
"packaging ok, sealed, mulus, sampai dengan selamat. thank you",Happy
"mantab sesuai pesanan, respon cukup sigap, dan cukup informatif package rapih aman, kondisi barang bagus segel, sempat kendala gosend error jd baru besoknya hari sabtu di proses, sigap bantu proses cepat akhirnya bs diantar sabtu juga. thanks",Happy
sudah tidak perlu diragukan lagi seller ini. mantap dah ??? tinggal tunggu waktu kosong untuk main zelda botw ini. baru tes masuk dan nyalakan saja berjalan lancar normal. belum sempat main semoga tidak ada kendala. packing superrrr aman dan kondisi bnib segel aman,Happy
"gueeeercep pol! nanya2 di jam 9, jam 10 transaksi, jam 12 barang udah sampe dari tangerang ke sudirman. packing terbukti aman karena saat pengiriman terjadi hujan (instant courier), pas unboxing isi paket tetap kering! sukses terus gan! recsel!",Happy
"bisa dimainkan dan aman, sellernya juga oke, akunnya juga gk pernah antri, selama ini oke2 aja",Happy
"respon sellernya cepet banget, malem aja diladenin.. dikasih panduan install pula, bwt yg pemula pasti kebantu banget.. mantaapp gan..",Happy
"berfungsi dengan baik, kualitas print juga bagus dan lebih enak disimpen karna ada sleeves nya",Happy
barang ok. worth the money. pengiriman ok. yang jelas itu amiibo card sesuai dengan layered armor yang didapatkan. jadi ok. dont be afraid.,Happy
"kartunya berfungsi baik, kualitas printing dan kartunya juga bagus. cuma kalau mau buat collectible card agak kurang di design. designnya cm croping dari yg udah ada jadi proporsinya kurang bagus. yang keluaran baru (monster hunter stories 2) malah cropping dari foto blister figur amiibo yg asli jadi msh keliatan ada blister nya sama lobang gantungannya",Happy
"produk sesuai foto, console yg dipakaikan hardcase pas masuk ke dalam pouch. packing aman, pengiriman cepat. terima kasih!",Happy
"produk diterma dengan baik, pengirimannya juga luar biasa cepat, dicoba juga pas banget untuk nintendonya.",Happy
"gamepad mantap, tombolnya jg enak tp sayang ukurannya kekecilan. packing jg aman dan pengiriman cepad",Happy
"sudah dicoba untuk 3 hari dan controller tidak ada masalah, masih berfungsi dengan baik. feel tombolnya oke lah cocok buat saya yang suka main game sebagai casual",Happy
"keren bener2 cepet kirimnya, ga sampe 5 menit bayar langsung pesanan dalam perjalanan, packaging juga rapih ??",Happy
"barang sesuai deskripsi dan tersegel original, pengiriman tepat waktu sesuai janji layanan, mantap terima kasih banyak",Happy
mantap ?? akhirnya bisa ngerasain juga main games dengan biaya murah. terima kasih bosque� semoga tokonya lancar jaya,Happy
"setelah bayar langsung dikasih akses, proses cepat, kelengkapan sesuai, admin membantu sekali dlm tanya jawab. terima kasih.",Happy
bagi yang mau beli game pass bagus nih di toko ini. di layani sampai selesai . makasih ngab,Happy
"seller fast respon, nice packing kardus+bubble wrap, game udah pasti lancar jaya.",Happy
"panduan instal nya lengkap, gamenya bagus, sellernya fast respon mantap suksess terus",Happy
"alhamdulillah setelah 20 jam lebih total downloadnya, akhirnya bisa terbang juga. agan seller sgt responsive terutama adminnya, guidance nya very clear. semoga pmdg boeing 73x bisa segera release ya...",Happy
"respon cepat pengiriman cepat, sampai dengan baik dan bisa dimainkan",Happy
"beli satu stik ps2, alhamdulillah sampai dengan keadaan baik. bahkan packingnya pun juga pakai bubble wrap, rapi. saat ini stik ps2nya sudah saya coba pakai selama kurang lebih 3minggu lebih, stik nya berfungsi dengan normal dan baik saja. dengan catatan saya pakai buat main game yg ringan saja. seperti misalnya bukan game yg bertipe membutuhkan ritme kecepatan menggerakkan analog dan juga bukan menekan tombol yg keras dan berkali(misalnya game fighting). hanya saya gunakan buat main game bertipe casual saja. itu saja, terimakasih.",Happy
"selalu puas dgn pelayanan seller, pengirimannya cpt dan harga kompetitif... serta mumpung lg ada update next gen",Happy
"mantap, terima kasih seller. order kemarin sore, 24 jam sudah tiba k daerah garut. barang sesuai deskripsi",Happy
lcd nya kurang bagus... lumayan buat hiburan tapi layarnya kecil... kabel casan berfungsi tapi ga dikasih colokannya.. semoga amanah terus gan..,Happy
barang sesuai pesanan.. udh di coba oke... packing rapih.. mksh..,Happy
"mantapp, paling terjangkau diantara seller lain, bener bener baru, sudah dimainkan tidak ada masalah",Happy
"packing oke bgt, gak asal plastik doang tp ada buble + dus cokpat , kasetnya oke tp sayang gak ada kertas manual nya",Happy
produk dan layanan bagus serta terpercaya,Happy
seller fast respon. pengiriman super cepat,Happy
"kemasannya bagus , kualitas nya bagus , kabelnya tebal , suka warna nya biru muda, semoga awet . terima kasih seller ??",Happy
bagus ori banget dan cepat pengiriman barang nya thanks,Happy
pesen 2 kabel data..1 sesuai deskripsi tapi 1 lagi barang lain... packing aman. pengiriman cepat yang nyiapin barang kurang teliti.. overall ok lah..,Happy
"pemasangan mudah karena aksesoris pembantunya lengkap, produk juga sesuai ekspektasi",Happy
"produk bagus, enak buat dipake nulis??",Happy
"permukaan screen guard agak kasar. tisu basah nya sdh kering, packing aman dan pengiriman cepat",Happy
produk ok. cuman teksturnya terlalu kasar. overall positive. thanks seller,Happy
barangnya original ??. berfungsi dengan baik.,Happy
imei terdaftar di kemenperin barangnya original ?? penjualnya ramahbanget barangnya mulus proses pesanan cepat berfungsi dengan baik packaging rapi ada garansi ibox,Happy
saat unit ada masalah seller bersedia membantu mengatasi. terima kasih banyak.,Happy
barangnya original ??. ada garansi ibox. imei terdaftar di kemenperin. masih ada greenpeel. barangnya mulus. sinyal aman. berfungsi dengan baik.,Happy
"overall puas, cuman sayang salah kirim warna",Happy
barangnya original ??. ada garansi resmi. kelengkapan sesuai. kemasan disegel. warna sesuai pesanan. spesifikasi sesuai . suara jernih. berfungsi dengan baik. barangnya mulus. kamera tajam. proses pesanan cepat. packaging rapi. packaging aman ??. respon penjualnya top. penjualnya ramah banget. baterai awet.,Happy
barangnya original ??. kemasan disegel. proses pesanan cepat. respon penjualnya top.,Happy
"barang ori, bagus, sesuai pesanan. packing rapih, buble wrap tebel, jadi barang aman. hanya terkendala di jasa pengiriman,",Happy
kemasan disegel. spesifikasi sesuai . warna sesuai pesanan.,Happy
mantap sangat bermanfaat,Happy
"pencongkel nya ringkih sekali pakai patah, overall sesuai harga",Happy
"recommended seller. fast respons, kualitas barang cukup, sesu�i harga. terimakasih",Happy
touch screen lancar. layar sensitif. respon penjualnya top.,Happy
penjualnya ramah banget proses pesanan cepat layar sensitif. packaging rapi touch screen lancar ada garansi toko,Happy
brang sampe walau agak lama terimkasih,Happy
orderan sesuai dan kualitasnya juga ok. pengiriman tidak terlalu lama.,Happy
